載具自訂名稱,發票日期,發票號碼,發票金額,發票狀態,折讓,賣方統一編號,賣方名稱,賣方地址,買方統編,消費明細_數量,消費明細_單價,消費明細_金額,消費明細_品名
手機條碼,20260801,CR80407916,499,開立已確認,否,38482288,台灣迪卡儂有限公司內湖營業所,臺北市內湖區湖元里新湖一路１２８巷３６號,,1,499,499,CONTROL TRAINING S7 7
手機條碼,20260801,CH61540508,149,開立已確認,否,00648658,宜得利家居股份有限公司台北內湖舊宗店,150巷25號2F、3F,,1,149,149,洗衣籃 N VOLCA M  LGY
手機條碼,20260801,CH61540508,149,開立已確認,否,00648658,宜得利家居股份有限公司台北內湖舊宗店,150巷25號2F、3F,,1,149,149,浴室踏墊?MOLE6?GY 30x50
手機條碼,20260801,CH61540508,179,開立已確認,否,00648658,宜得利家居股份有限公司台北內湖舊宗店,150巷25號2F、3F,,1,179,179,手壓式垃圾桶 WH 8L
手機條碼,20260801,CH61540508,49,開立已確認,否,00648658,宜得利家居股份有限公司台北內湖舊宗店,150巷25號2F、3F,,1,49,49,10L方便下次使用垃圾袋20入
捐贈或作廢之發票，字軌號碼均會隱末3碼
注意：本功能所下載之雲端發票明細檔案可能因賣方營業人後續作廢或折讓等原因而產生誤差。
手機條碼,20260812,FS00000001,0,開立已確認,否,00000001,永和小吃店,臺北市,,4,120,480,便當
手機條碼,20260814,FS00000002,0,開立已確認,否,00000002,全聯福利中心,臺北市,,6,35,210,可口可樂6入
手機條碼,20260815,FS00000003,0,開立已確認,否,00000003,承恩飲品店,臺北市,,3,60,180,波霸紅茶拿鐵
手機條碼,20260818,FS00000004,0,開立已確認,否,00000004,多那之蛋糕咖啡,臺北市,,3,95,285,巧克力蛋糕
手機條碼,20260820,FS00000005,0,開立已確認,否,00000005,韓式小吃,臺北市,,4,180,720,韓式辣味鍋貼
